Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,444,134.26,
Column.Value,445,134.56,
Column.Value,446,134.72,
Column.Value,447,135.0,
Column.Value,448,135.17,
Column.Value,449,136.08,
Column.Value,450,136.98,
Column.Value,451,137.44,
Column.Value,452,137.89,
Column.Value,453,138.35,
Column.Value,454,138.8,
Column.Value,455,139.25,
Column.Value,456,139.71,
Column.Value,457,140.16,
Column.Value,458,140.61,
Column.Value,459,141.52,
Column.Value,460,141.97,
Column.Value,461,142.88,
Column.Value,462,143.34,
Column.Value,463,143.79,
Column.Value,464,144.24,
Column.Value,465,144.7,
Column.Value,466,145.15,
Column.Value,467,145.6,
Column.Value,468,146.06,
Column.Value,469,146.96,
Column.Value,470,147.42,
Column.Value,471,148.0,
Column.Value,472,148.32,
Column.Value,473,148.78,
Column.Value,474,149.23,
Column.Value,475,149.69,
Column.Value,476,150.0,
Table.Column,wghtp_p,WEIGHT: LBS (PUF RECODE),true
Column.Value,0,90.0,
Column.Value,1,91.0,
Column.Value,2,92.0,
Column.Value,3,93.0,
Column.Value,4,94.0,
Column.Value,5,95.0,
Column.Value,6,96.0,
Column.Value,7,97.0,
Column.Value,8,98.0,
Column.Value,9,99.0,
Column.Value,10,100.0,
Column.Value,11,101.0,
Column.Value,12,102.0,
Column.Value,13,103.0,
Column.Value,14,104.0,
Column.Value,15,105.0,
Column.Value,16,106.0,
Column.Value,17,107.0,
Column.Value,18,108.0,
Column.Value,19,109.0,
Column.Value,20,110.0,
Column.Value,21,111.0,
Column.Value,22,112.0,
Column.Value,23,113.0,
Column.Value,24,114.0,
Column.Value,25,115.0,
Column.Value,26,116.0,
Column.Value,27,117.0,
Column.Value,28,118.0,
Column.Value,29,119.0,
Column.Value,30,120.0,
Column.Value,31,121.0,
Column.Value,32,122.0,
Column.Value,33,123.0,
Column.Value,34,124.0,
Column.Value,35,125.0,
Column.Value,36,126.0,
Column.Value,37,127.0,
Column.Value,38,128.0,
Column.Value,39,129.0,
Column.Value,40,130.0,
Column.Value,41,131.0,
Column.Value,42,132.0,
Column.Value,43,133.0,
Column.Value,44,134.0,
Column.Value,45,135.0,
Column.Value,46,136.0,
Column.Value,47,137.0,
Column.Value,48,138.0,
Column.Value,49,139.0,
Column.Value,50,140.0,
Column.Value,51,141.0,
Column.Value,52,142.0,
Column.Value,53,143.0,
Column.Value,54,144.0,
Column.Value,55,145.0,
Column.Value,56,146.0,
Column.Value,57,147.0,
Column.Value,58,148.0,
Column.Value,59,149.0,
Column.Value,60,150.0,
Column.Value,61,151.0,
Column.Value,62,152.0,
Column.Value,63,153.0,
Column.Value,64,154.0,
Column.Value,65,155.0,
Column.Value,66,156.0,
Column.Value,67,157.0,
Column.Value,68,158.0,
Column.Value,69,159.0,
Column.Value,70,160.0,
Column.Value,71,161.0,
Column.Value,72,162.0,
Column.Value,73,163.0,
Column.Value,74,164.0,
Column.Value,75,165.0,
Column.Value,76,166.0,
Column.Value,77,167.0,
Column.Value,78,168.0,
Column.Value,79,169.0,
Column.Value,80,170.0,
Column.Value,81,171.0,
Column.Value,82,172.0,
Column.Value,83,173.0,
Column.Value,84,174.0,
Column.Value,85,175.0,
Column.Value,86,176.0,
Column.Value,87,177.0,
Column.Value,88,178.0,
Column.Value,89,179.0,
Column.Value,90,180.0,
Column.Value,91,181.0,
Column.Value,92,182.0,
Column.Value,93,183.0,
Column.Value,94,184.0,
Column.Value,95,185.0,
Column.Value,96,186.0,
Column.Value,97,187.0,
Column.Value,98,188.0,
Column.Value,99,189.0,
Column.Value,100,190.0,
Column.Value,101,191.0,
Column.Value,102,192.0,
Column.Value,103,193.0,
Column.Value,104,194.0,
Column.Value,105,195.0,
Column.Value,106,196.0,
Column.Value,107,197.0,
Column.Value,108,198.0,
Column.Value,109,199.0,
Column.Value,110,200.0,
Column.Value,111,201.0,
Column.Value,112,202.0,
Column.Value,113,203.0,
Column.Value,114,204.0,
Column.Value,115,205.0,
Column.Value,116,206.0,
Column.Value,117,207.0,
Column.Value,118,208.0,
Column.Value,119,209.0,
Column.Value,120,210.0,
Column.Value,121,211.0,
Column.Value,122,212.0,
Column.Value,123,213.0,
Column.Value,124,214.0,
Column.Value,125,215.0,
Column.Value,126,216.0,
Column.Value,127,217.0,
Column.Value,128,218.0,
Column.Value,129,219.0,
Column.Value,130,220.0,
Column.Value,131,221.0,
Column.Value,132,222.0,
Column.Value,133,223.0,
Column.Value,134,224.0,
Column.Value,135,225.0,
Column.Value,136,226.0,
Column.Value,137,227.0,
Column.Value,138,228.0,
Column.Value,139,229.0,
Column.Value,140,230.0,
Column.Value,141,231.0,
Column.Value,142,232.0,
Column.Value,143,233.0,
Column.Value,144,234.0,
Column.Value,145,235.0,
Column.Value,146,236.0,
Column.Value,147,237.0,
Column.Value,148,238.0,
Column.Value,149,239.0,
Column.Value,150,240.0,
Column.Value,151,241.0,
Column.Value,152,242.0,
Column.Value,153,243.0,
Column.Value,154,244.0,
Column.Value,155,245.0,
Column.Value,156,246.0,
Column.Value,157,247.0,
Column.Value,158,248.0,
Column.Value,159,249.0,
Column.Value,160,250.0,
Column.Value,161,251.0,
Column.Value,162,252.0,
Column.Value,163,253.0,
Column.Value,164,254.0,
Column.Value,165,255.0,
Column.Value,166,256.0,
Column.Value,167,257.0,
Column.Value,168,258.0,
Column.Value,169,259.0,
Column.Value,170,260.0,
Column.Value,171,261.0,
Column.Value,172,262.0,
Column.Value,173,263.0,
Column.Value,174,264.0,
Column.Value,175,265.0,
Column.Value,176,266.0,
Column.Value,177,267.0,
Column.Value,178,268.0,
Column.Value,179,269.0,
Column.Value,180,270.0,
Column.Value,181,271.0,
Column.Value,182,272.0,
Column.Value,183,273.0,
Column.Value,184,274.0,
Column.Value,185,275.0,
Column.Value,186,276.0,
Column.Value,187,277.0,
Column.Value,188,278.0,
Column.Value,189,279.0,
Column.Value,190,280.0,
Column.Value,191,281.0,
Column.Value,192,282.0,
Column.Value,193,283.0,
Column.Value,194,284.0,
Column.Value,195,285.0,
Column.Value,196,286.0,
Column.Value,197,287.0,
Column.Value,198,288.0,
Column.Value,199,289.0,
Column.Value,200,290.0,
Column.Value,201,292.0,
Column.Value,202,293.0,
Column.Value,203,294.0,
Column.Value,204,295.0,
Column.Value,205,296.0,
Column.Value,206,297.0,
Column.Value,207,298.0,
Column.Value,208,300.0,
Column.Value,209,302.0,
Column.Value,210,303.0,
Column.Value,211,304.0,
Column.Value,212,305.0,
Column.Value,213,306.0,
Column.Value,214,307.0,
Column.Value,215,308.0,
Column.Value,216,309.0,
Column.Value,217,310.0,
Column.Value,218,312.0,
Column.Value,219,313.0,
Column.Value,220,315.0,
Column.Value,221,316.0,
Column.Value,222,317.0,
Column.Value,223,318.0,
Column.Value,224,319.0,
Column.Value,225,320.0,
Column.Value,226,321.0,
Column.Value,227,322.0,
Column.Value,228,324.0,
Column.Value,229,325.0,
Column.Value,230,326.0,
Column.Value,231,327.0,
Column.Value,232,328.0,
Column.Value,233,329.0,
Column.Value,234,330.0,
Table.Column,wrkst_p1,WORKING STATUS (PUF 1 YR RECODE),true
Column.Value,0,FULL-TIME EMPLOYMENT (21+ HRS/WEEK),
Column.Value,1,PART-TIME EMPLOYMENT (0-20 HRS/WEEK),
Column.Value,2,OTHER EMPLOYED,
Column.Value,3,"UNEMPLOYED, LOOKING FOR WORK",
Column.Value,4,"UNEMPLOYED, NOT LOOKING FOR WORK",
Table.Column,yrus_p1,YEARS LIVED IN THE U.S. (PUF 1 YR RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,<5 YEARS,
Column.Value,2,5-9 YEARS,
Column.Value,3,10-14 YEARS,
Column.Value,4,15-19 YEARS,
Table.Column,puf1y_id,PUBLIC USE FILE ID - CHIS 1 YEAR DATAFILES,
Table.Column,ac83c_12,"BEST DESCRIBES REASON FOR USING E-CIGS - STRESS, ANXIETY, PAIN RELIEF",true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,ind_flag3,CENSUS INDUSTRY CODE - CODING METHOD,true
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,MANUALLY CODED BY U.S. CENSUS BUREAU,
Column.Value,3,AUTO-CODE BY NIOCSS,
Table.Column,occ_flag3,CENSUS OCCUPATION CODE - CODING METHOD,true
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,MANUALLY CODED BY U.S. CENSUS BUREAU,
Column.Value,3,AUTO-CODE BY NIOCSS,
Table.Column,indmain2,MAIN INDUSTRY - RECODE (CENSUS 2010. IND. CLASSIFICATION SCH.),true
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,DK,
Column.Value,2,REFUSED,
Column.Value,3,INAPPLICABLE,
Column.Value,4,"AGRICULTURE, FORESTRY, FISHING, HUNTING, AND MINING",
Column.Value,5,CONSTRUCTION,
Column.Value,6,MANUFACTURING,
Column.Value,7,WHOLESALE TRADE,
Column.Value,8,RETAIL TRADE,
Column.Value,9,"TRANSPORTATION, WAREHOUSING, AND UTILITIES",
Column.Value,10,INFORMATION,
Column.Value,11,"FINANCE AND INSURANCE, REAL ESTATE, RENTAL AND LEASING",
Column.Value,12,"PROFESSIONAL, SCIENTIFIC, MANAGEMENT, ADMINISTRATIVE, AND WASTE MANAGEMENT SERVI",
Column.Value,13,"EDUCATIONAL SERVICES, HEALTH CARE AND SOCIAL ASSISTANCE",
Column.Value,14,"ARTS, ENTERTAINMENT, RECREATION, ACCOMMODATION, AND FOOD SERVICES",
Column.Value,15,"OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION",
Column.Value,16,PUBLIC ADMINISTRATION,
Column.Value,17,MILITARY,
Column.Value,18,COULD NOT BE CODED,
Table.Column,occmain2,MAIN OCCUPATION - RECODE (CENSUS 2010 OCC. CLASSIFICATION SCH.),true
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,DK,
Column.Value,2,REFUSED,
Column.Value,3,INAPPLICABLE,
Column.Value,4,"MANAGEMENT, BUSINESS, AND FINANCIAL OCCUPATIONS",
Column.Value,5,"COMPUTER, ENGINEERING, AND SCIENCE OCCUPATIONS",
Column.Value,6,"EDUCATION, LEGAL, COMMUNITY SERVICE, ARTS, AND MEDIA OCCUPATIONS",
Column.Value,7,HEALTHCARE PRACTITIONERS AND TECHNICAL OCCUPATIONS,
Column.Value,8,SERVICE OCCUPATIONS,
Column.Value,9,SALES AND RELATED OCCUPATIONS,
Column.Value,10,OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,
Column.Value,11,"FARMING, FISHING, AND FORESTRY OCCUPATIONS",
Column.Value,12,CONSTRUCTION AND EXTRACTION OCCUPATIONS,
Column.Value,13,"INSTALLATION, MAINTENANCE, AND REPAIR OCCUPATIONS",
Column.Value,14,PRODUCTION OCCUPATIONS,
Column.Value,15,TRANSPORTATION AND MATERIAL MOVING OCCUPATIONS,
Column.Value,16,MILITARY SPECIFIC OCCUPATIONS,
Column.Value,17,COULD NOT BE CODED,
Table.Column,hmo,HMO STATUS,true
Column.Value,0,HMO,
Column.Value,1,NON-HMO,
Column.Value,2,UNINSURED,
Table.Column,ai22a_p,NAME OF HEALTH PLAN (PUF RECODE),true
Column.Value,0,DON'T KNOW,
Column.Value,1,INAPPLICABLE,
Column.Value,2,KAISER,
Column.Value,3,BLUE CROSS,
Column.Value,4,UNITED HEALTHCARE (FORMER PACIFICARE),
Column.Value,5,BLUE SHIELD,
Column.Value,6,HEALTH NET,
Column.Value,7,AETNA,
Column.Value,8,CIGNA HEALTH CARE,
Column.Value,9,OTHER,
Table.Column,ah125_p,MEDICARE ADVANTAGE PLAN NAME (PUF RECODE),true
Column.Value,0,DON'T KNOW,
Column.Value,1,INAPPLICABLE,
Column.Value,2,KAISER,
Column.Value,3,BLUE CROSS,
Column.Value,4,UNITED HEALTHCARE (FORMER PACIFICARE),
Column.Value,5,BLUE SHIELD,
Column.Value,6,HEALTH NET,
Column.Value,7,AETNA,
Column.Value,8,CIGNA HEALTH CARE,
Column.Value,9,OTHER,
Table.Column,elder_idx,ELDERLY SINGLES/COUPLE INCOME BELOW CNTY COST OF LIVING THRESHOLDS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,vote_reg,CURRENTLY REGISTERED TO VOTE,true
Column.Value,0,YES,
Column.Value,1,NO/NOT SURE,
Column.Value,2,NOT ELIGIBLE,
Table.Column,vote_rsnnot,MAIN REASON NOT REGISTERED TO VOTE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,TOO BUSY,
Column.Value,2,DOESNT MAKE A DIFFERENCE,
Column.Value,3,DONT KNOW HOW/WHERE TO REGISTER,
Column.Value,4,DONT KNOW ENOUGH ABOUT CANDIDATES/ISSUES,
Column.Value,5,DONT LIKE CANDIDATES/DON'T LIKE POLITICS,
Column.Value,6,NOT INTERESTED OR MOTIVATED TO VOTE,
Column.Value,7,NOT ELIGIBLE,
Column.Value,8,OTHER,
Table.Column,vote_pres16,VOTED IN 2016 PRESIDENTIAL ELECTION,true
Column.Value,0,YES,
Column.Value,1,NO,
Column.Value,2,NOT ELIGIBLE,
Table.Column,timead_p1v2,LENGTH OF TIME LIVED AT CURRENT ADDRESS (MONTHS) (PUF RECODE),true
Column.Value,0,1 MONTH OR LESS,
Column.Value,1,2 MONTHS,
Column.Value,2,3 MONTHS,
Column.Value,3,4 MONTHS,
Column.Value,4,5 MONTHS,
Column.Value,5,6 MONTHS,
Column.Value,6,7 MONTHS,
Column.Value,7,8 MONTHS,
Column.Value,8,9 MONTHS,
Column.Value,9,10 MONTHS,
Column.Value,10,11 MONTHS,
Column.Value,11,12 MONTHS,
Column.Value,12,13 - 60 MONTHS,
Column.Value,13,61 - 120 MONTHS,
Column.Value,14,121 - 180 MONTHS,
Column.Value,15,181 - 240 MONTHS,
Column.Value,16,241 - 300 MONTHS,
Column.Value,17,301 - 360 MONTHS,
Column.Value,18,361 - 420 MONTHS,
Column.Value,19,421 - 480 MONTHS,
Column.Value,20,481 - 540 MONTHS,
Column.Value,21,541 - 600 MONTHS,
Column.Value,22,> 600 MONTHS,
Table.Column,ah131_p,AMOUNT OF MONEY IN HSA ACCOUNT (PUF RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,$0,
Column.Value,2,$1 - $999,
Column.Value,3,$1000 - $1999,
Column.Value,4,$2000 - $2999,
Column.Value,5,$3000 - $3999,
Column.Value,6,$4000 - $4999,
Column.Value,7,"$5,000+",
Table.Column,aj170_p1,MAIN REASON YOU ARE NOT CURRENTLY USING BIRTH CONTROL (PUF 1 YR RECODE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,TRYING TO GET PREGNANT/WANT A BABY,
Column.Value,3,OTHER,
Column.Value,4,DON'T BELIEVE IN BIRTH CONTROL,
Column.Value,5,WORRIED ABOUT SIDE EFFECTS AND/OR HEALTH RISKS,
Column.Value,6,NO NEED/DON'T WANT,
Column.Value,7,INABILITY TO GET PREGNANT,
Column.Value,8,NO SEXUAL PARTNER,
Table.Column,aj171_p1,"EVER TALKED TO DR, PROVIDER, FAMILY PLANNING COUNSELOR ABOUT IUD (PUF 1 YR RECOD",true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj175_p1,MAIN REASON YOU ARE NOT CURRENTLY USING BIRTH CONTROL (PUF 1 YR RECODE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,TRYING TO GET PREGNANT/WANT A BABY,
Column.Value,3,OTHER,
Column.Value,4,DON'T BELIEVE IN BIRTH CONTROL,
Column.Value,5,WORRIED ABOUT SIDE EFFECTS AND/OR HEALTH RISKS,
Column.Value,6,NO NEED/DON'T WANT,
Column.Value,7,INABILITY TO GET PREGNANT,
Column.Value,8,NO SEXUAL PARTNER,
Table.Column,ak3_p1v2,# OF USUAL HRS WORKED PER WEEK (PUF 1 YR RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,<= 0,
Column.Value,2,1 - 9,
Column.Value,3,10 - 19,
Column.Value,4,20 - 29,
Column.Value,5,30 - 39,
Column.Value,6,40 - 49,
Column.Value,7,50 - 59,
Column.Value,8,60 - 69,
Column.Value,9,70 - 79,
Column.Value,10,80+,
Table.Column,ak7_p1v2,LENGTH OF TIME WORKING AT MAIN JOB (PUF 1 YR RECODE VERSION 2),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,< 1 YEAR,
Column.Value,2,< 2 YEARS,
Column.Value,3,<5 YEARS,
Column.Value,4,<10 YEARS,
Column.Value,5,<20 YEARS,
Column.Value,6,20+ YEARS,
Table.Column,al40_p1,LENGTH OF TIME HAD MEDI-CAL (PUF RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,<1 YEAR,
Column.Value,2,<2 YEARS,
Column.Value,3,<3 YEARS,
Column.Value,4,<4 YEARS,
Column.Value,5,<5 YEARS,
Column.Value,6,<6 YEARS,
Column.Value,7,<7 YEARS,
Column.Value,8,<8 YEARS,
Column.Value,9,<9 YEARS,
Column.Value,10,<10 YEARS,
Column.Value,11,10+ YEARS,
Table.Column,hsaamt_p1,AMOUNT IN HEALTH SAVINGS ACCOUNTS (PUF RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,$0,
Column.Value,2,$1 - $999,
Column.Value,3,$1000 - $1999,
Column.Value,4,$2000 - $2999,
Column.Value,5,$3000 - $3999,
Column.Value,6,$4000 - $4999,
Column.Value,7,$5000+,
Table.Column,povgwd_p1,FAMILY POVERTY THRESHOLD LEVEL (PUF 1 YR RECODE),
Table.Column,povll2_p1v2,POVERTY LEVEL AS TIMES OF 100% FPL (PUF RECODE V2),true
Column.Value,0,0.0,
Column.Value,1,0.01,
Column.Value,2,0.02,
Column.Value,3,0.03,
Column.Value,4,0.04,
Column.Value,5,0.05,
Column.Value,6,0.06,
Column.Value,7,0.07,
Column.Value,8,0.08,
Column.Value,9,0.09,
Column.Value,10,0.1,
Column.Value,11,0.11,
Column.Value,12,0.12,
Column.Value,13,0.13,
Column.Value,14,0.14,
Column.Value,15,0.15,
Column.Value,16,0.16,
Column.Value,17,0.17,
Column.Value,18,0.18,
Column.Value,19,0.19,
Column.Value,20,0.2,
Column.Value,21,0.21,
Column.Value,22,0.22,
Column.Value,23,0.23,
Column.Value,24,0.24,
Column.Value,25,0.25,
Column.Value,26,0.26,
Column.Value,27,0.27,
Column.Value,28,0.28,
Column.Value,29,0.29,
Column.Value,30,0.3,
Column.Value,31,0.31,
Column.Value,32,0.32,
Column.Value,33,0.33,
Column.Value,34,0.34,
Column.Value,35,0.35,
Column.Value,36,0.36,
Column.Value,37,0.37,
Column.Value,38,0.38,
Column.Value,39,0.39,
Column.Value,40,0.4,
Column.Value,41,0.41,
Column.Value,42,0.42,
Column.Value,43,0.43,
Column.Value,44,0.44,
Column.Value,45,0.45,
Column.Value,46,0.46,
Column.Value,47,0.47,
Column.Value,48,0.48,
Column.Value,49,0.49,
Column.Value,50,0.5,
Column.Value,51,0.51,
Column.Value,52,0.52,
Column.Value,53,0.53,
Column.Value,54,0.54,
Column.Value,55,0.55,
Column.Value,56,0.56,
Column.Value,57,0.57,
Column.Value,58,0.58,
Column.Value,59,0.59,
Column.Value,60,0.6,
Column.Value,61,0.61,
Column.Value,62,0.62,
Column.Value,63,0.63,
Column.Value,64,0.64,
Column.Value,65,0.65,
Column.Value,66,0.66,
Column.Value,67,0.67,
Column.Value,68,0.68,
Column.Value,69,0.69,
Column.Value,70,0.7,
Column.Value,71,0.71,
Column.Value,72,0.72,
Column.Value,73,0.73,
Column.Value,74,0.74,
Column.Value,75,0.75,
Column.Value,76,0.76,
Column.Value,77,0.77,
Column.Value,78,0.78,
Column.Value,79,0.79,
Column.Value,80,0.8,
Column.Value,81,0.81,
Column.Value,82,0.82,
Column.Value,83,0.83,
Column.Value,84,0.84,
Column.Value,85,0.85,
Column.Value,86,0.86,
Column.Value,87,0.87,
Column.Value,88,0.88,
Column.Value,89,0.89,
Column.Value,90,0.9,
Column.Value,91,0.91,
Column.Value,92,0.92,
Column.Value,93,0.93,
Column.Value,94,0.94,
Column.Value,95,0.95,
Column.Value,96,0.96,
Column.Value,97,0.97,
Column.Value,98,0.98,
Column.Value,99,0.99,
Column.Value,100,1.0,
Column.Value,101,1.01,
Column.Value,102,1.02,
Column.Value,103,1.03,
Column.Value,104,1.04,
Column.Value,105,1.05,
Column.Value,106,1.06,
Column.Value,107,1.07,
Column.Value,108,1.08,
Column.Value,109,1.09,
Column.Value,110,1.1,
Column.Value,111,1.11,
Column.Value,112,1.12,
Column.Value,113,1.13,
Column.Value,114,1.14,
Column.Value,115,1.15,
Column.Value,116,1.16,
Column.Value,117,1.17,
Column.Value,118,1.18,
Column.Value,119,1.19,
Column.Value,120,1.2,
Column.Value,121,1.21,
Column.Value,122,1.22,
Column.Value,123,1.23,
Column.Value,124,1.24,
Column.Value,125,1.25,
Column.Value,126,1.26,
Column.Value,127,1.27,
Column.Value,128,1.28,
Column.Value,129,1.29,
Column.Value,130,1.3,
Column.Value,131,1.31,
Column.Value,132,1.32,
Column.Value,133,1.33,
Column.Value,134,1.34,
Column.Value,135,1.35,
Column.Value,136,1.36,
Column.Value,137,1.37,
Column.Value,138,1.38,
Column.Value,139,1.39,
Column.Value,140,1.4,
Column.Value,141,1.41,
Column.Value,142,1.42,
Column.Value,143,1.43,
Column.Value,144,1.44,
Column.Value,145,1.45,
Column.Value,146,1.46,
Column.Value,147,1.47,
Column.Value,148,1.48,
Column.Value,149,1.49,
Column.Value,150,1.5,
Column.Value,151,1.51,
Column.Value,152,1.52,
Column.Value,153,1.53,
Column.Value,154,1.54,
Column.Value,155,1.55,
Column.Value,156,1.56,
Column.Value,157,1.57,
Column.Value,158,1.58,
Column.Value,159,1.59,
Column.Value,160,1.6,
Column.Value,161,1.61,
Column.Value,162,1.62,
Column.Value,163,1.63,
Column.Value,164,1.64,
Column.Value,165,1.65,
Column.Value,166,1.66,
Column.Value,167,1.67,
Column.Value,168,1.68,
Column.Value,169,1.69,
Column.Value,170,1.7,
Column.Value,171,1.71,
Column.Value,172,1.72,
Column.Value,173,1.73,
Column.Value,174,1.74,
Column.Value,175,1.75,
Column.Value,176,1.76,
Column.Value,177,1.77,
Column.Value,178,1.78,
Column.Value,179,1.79,
Column.Value,180,1.8,
Column.Value,181,1.81,
Column.Value,182,1.82,
Column.Value,183,1.83,
Column.Value,184,1.84,
Column.Value,185,1.85,
Column.Value,186,1.86,
Column.Value,187,1.87,
Column.Value,188,1.88,
Column.Value,189,1.89,
Column.Value,190,1.9,
Column.Value,191,1.91,
Column.Value,192,1.92,
Column.Value,193,1.93,
Column.Value,194,1.94,
Column.Value,195,1.95,
Column.Value,196,1.96,
Column.Value,197,1.97,
Column.Value,198,1.98,
Column.Value,199,1.99,
Column.Value,200,2.0,
Column.Value,201,2.01,
Column.Value,202,2.02,
Column.Value,203,2.04,
